isodate,cdoc,dir_location
1922-12-05,ctdm634430690694759146y0d,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430690694759146y0d/
1912-02-09,ctdm634430515019535824maw,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430515019535824maw/
1923-03-15,ctdm634431223987085532zks,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431223987085532zks/
1921-01-20,ctdm6344306617450420851yq,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306617450420851yq/
1922-03-27,ctdm634430709646874177qms,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430709646874177qms/
1913-06-02,ctdm634430573820917303zbz,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430573820917303zbz/
1924-01-19,ctdm634431278078184657v3m,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431278078184657v3m/
1923-11-12,ctdm6344312355903022864vx,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312355903022864vx/
1922-10-02,ctdm634431193561645491csa,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431193561645491csa/
1924-12-06,ctdm6344312659624614181m0,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312659624614181m0/
1921-05-02,ctdm634430670363268178h5w,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430670363268178h5w/
1922-05-10,ctdm634431183997644201nbi,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431183997644201nbi/
1925-04-21,ctdm634431317496252690mr5,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431317496252690mr5/
1925-03-16,ctdm6344313363339543933hk,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344313363339543933hk/
1911-10-18,ctdm634430502326960807hq5,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430502326960807hq5/
1923-10-04,ctdm634431241196828904vjz,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431241196828904vjz/
1912-01-20,ctdm6344305219080854873ko,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305219080854873ko/
1921-10-12,ctdm634430681937891365y44,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430681937891365y44/
1922-02-22,ctdm634430696886594518ztd,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430696886594518ztd/
1922-01-04,ctdm634430698302679205emo,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430698302679205emo/
1913-04-18,ctdm634430558823005480ii5,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430558823005480ii5/
1913-05-15,ctdm6344305807275918503q4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305807275918503q4/
1923-10-19,ctdm6344312547164396431ga,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312547164396431ga/
1913-01-23,ctdm634430571695774654c1u,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430571695774654c1u/
1912-02-07,ctdm6344305146017259981ax,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305146017259981ax/
1921-11-03,ctdm634430674607313281flq,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430674607313281flq/
1924-12-05,ctdm634431265723869195xgx,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431265723869195xgx/
1922-11-15,ctdm634431190693382598e2w,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431190693382598e2w/
1911-12-20,ctdm634430493396861710mbu,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430493396861710mbu/
1912-04-03,ctdm634430506351310051buy,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430506351310051buy/
1913-04-09,ctdm634430556957861167i3i,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430556957861167i3i/
1923-10-11,ctdm634431252649421622dom,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431252649421622dom/
1921-11-04,ctdm634430674818093182prc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430674818093182prc/
1920-03-25,ctdm634430629005564119hnn,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430629005564119hnn/
1921-05-23,ctdm634430673039667064avf,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430673039667064avf/
1921-05-16,ctdm634430672116391723nln,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430672116391723nln/
1921-05-11,ctdm634430671516708061dzd,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430671516708061dzd/
1912-12-13,ctdm634430512689863234tz4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430512689863234tz4/
1920-11-24,ctdm634430639511434381l2b,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430639511434381l2b/
1920-06-16,ctdm634430623724816666zzk,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430623724816666zzk/
1921-05-17,ctdm634430672262640787c5e,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430672262640787c5e/
1925-03-04,ctdm634431333573659559d4c,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431333573659559d4c/
1923-04-17,ctdm634431201759561774yaa,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431201759561774yaa/
1911-11-27,ctdm634430498497141568ex2,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430498497141568ex2/
1913-06-17,ctdm6344305761518398850hn,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305761518398850hn/
1924-03-19,ctdm6344312866973482443tx,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312866973482443tx/
1920-04-29,ctdm634430605510089491dww,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430605510089491dww/
1911-11-21,ctdm634430497410586022nyh,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430497410586022nyh/
1911-10-03,ctdm634430499343698650dsp,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430499343698650dsp/
1924-02-14,ctdm634431271503695484pso,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431271503695484pso/
1922-05-09,ctdm6344311837506145325rt,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344311837506145325rt/
1921-10-04,ctdm634430680494775601y51,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430680494775601y51/
1922-06-06,ctdm634430703897643397iev,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430703897643397iev/
1925-05-25,ctdm634431346275922014wxv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431346275922014wxv/
1925-04-27,ctdm634431318753119646lar,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431318753119646lar/
1913-04-19,ctdm634430559045191558yyz,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430559045191558yyz/
1921-11-05,ctdm634430675015279420wrn,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430675015279420wrn/
1924-10-28,ctdm634431311450353884hac,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431311450353884hac/
1912-11-23,ctdm634430544856063619qtu,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430544856063619qtu/
1925-01-19,ctdm6344313280054041813rv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344313280054041813rv/
1912-04-16,ctdm634430507479115333ykh,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430507479115333ykh/
1919-09-24,ctdm634430599254348278cax,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430599254348278cax/
1920-11-06,ctdm634430636641921496n1y,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430636641921496n1y/
1912-03-13,ctdm6344305288871033214kh,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305288871033214kh/
1922-11-17,ctdm634431191105879958fa5,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431191105879958fa5/
1923-05-08,ctdm634431228371901219p2p,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431228371901219p2p/
1920-05-20,ctdm634430633678659211ilv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430633678659211ilv/
1912-04-17,ctdm634430507693020214gh4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430507693020214gh4/
1913-04-10,ctdm634430557214422025z0h,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430557214422025z0h/
1920-01-26,ctdm634430619494999987z3x,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430619494999987z3x/
1922-10-30,ctdm634431198284740263rsm,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431198284740263rsm/
1920-11-11,ctdm634430637270823721qt5,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430637270823721qt5/
1920-04-12,ctdm634430601873706514m43,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430601873706514m43/
1919-12-05,ctdm634430585415843095gpq,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430585415843095gpq/
1923-02-27,ctdm634431213438715542iny,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431213438715542iny/
1912-11-27,ctdm634430545956837824pbm,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430545956837824pbm/
1924-12-15,ctdm634431268254477999ikx,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431268254477999ikx/
1912-06-03,ctdm6344305245574435310nc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305245574435310nc/
1912-02-26,ctdm634430518169828162qfq,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430518169828162qfq/
1912-11-16,ctdm634430543133105896tek,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430543133105896tek/
1920-01-10,ctdm6344306170625155553lg,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306170625155553lg/
1920-05-08,ctdm634430631417111185axi,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430631417111185axi/
1913-05-24,ctdm634430582936640212pix,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430582936640212pix/
1925-06-04,ctdm634431331598828448bfq,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431331598828448bfq/
1924-02-01,ctdm63443126921228436934y,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443126921228436934y/
1911-09-28,ctdm634430505268191983lmw,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430505268191983lmw/
1924-04-09,ctdm634431260708276295svd,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431260708276295svd/
1925-02-17,ctdm634431322512470586ney,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431322512470586ney/
1920-04-15,ctdm634430602705107443x5j,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430602705107443x5j/
1919-10-27,ctdm634430598157949045gw4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430598157949045gw4/
1911-12-12,ctdm634430491903277519jcf,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430491903277519jcf/
1924-12-02,ctdm634431264960749079ztq,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431264960749079ztq/
1923-10-18,ctdm634431254487534858yvv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431254487534858yvv/
1922-12-15,ctdm634430692746152267b50,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430692746152267b50/
1913-01-25,ctdm634430572254833576y4r,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430572254833576y4r/
1912-05-02,ctdm6344305329170775293dy,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305329170775293dy/
1912-02-06,ctdm634430514391727342qqv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430514391727342qqv/
1924-05-28,ctdm6344312963005777981kw,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312963005777981kw/
1921-05-06,ctdm634430670944045711fqm,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430670944045711fqm/
1911-10-10,ctdm63443050078056445412p,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443050078056445412p/
1921-10-06,ctdm6344306808885230813bd,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306808885230813bd/
1924-02-16,ctdm6344312720313483573ys,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312720313483573ys/
1912-01-08,ctdm634430519467319858i23,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430519467319858i23/
1912-04-11,ctdm634430506573964876un2,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430506573964876un2/
1924-05-23,ctdm6344312949249616025co,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312949249616025co/
1921-03-12,ctdm634430668206719480ff0,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430668206719480ff0/
1913-04-29,ctdm634430561128459475b1m,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430561128459475b1m/
1923-05-25,ctdm634431231982356627uw2,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431231982356627uw2/
1912-04-19,ctdm634430508163798451ddm,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430508163798451ddm/
1920-04-28,ctdm6344306052691535335as,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306052691535335as/
1925-03-02,ctdm634431332933194908qnj,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431332933194908qnj/
1922-11-11,ctdm634431190012761954b51,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431190012761954b51/
1923-04-28,ctdm634431203887673154kim,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431203887673154kim/
1922-03-09,ctdm634430706493925606ksc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430706493925606ksc/
1911-12-07,ctdm6344304911004701570nn,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344304911004701570nn/
1924-11-03,ctdm6344312976583816082x5,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312976583816082x5/
1922-03-07,ctdm634430706073772045iz1,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430706073772045iz1/
1920-11-13,ctdm634430637661133723jgy,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430637661133723jgy/
1920-05-21,ctdm63443063389365783543d,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443063389365783543d/
1924-05-10,ctdm634431291814981506aul,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431291814981506aul/
1925-04-24,ctdm634431318257966565oh2,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431318257966565oh2/
1923-03-05,ctdm634431222023348100lrl,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431222023348100lrl/
1912-04-27,ctdm634430509823006582llg,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430509823006582llg/
1925-05-20,ctdm6344313450892108590p1,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344313450892108590p1/
1924-11-24,ctdm634431303318657882aty,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431303318657882aty/
1924-10-06,ctdm634431306025828056jfg,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431306025828056jfg/
1920-05-12,ctdm6344306321875750041u4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306321875750041u4/
1925-05-06,ctdm634431341743607271pe3,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431341743607271pe3/
1912-05-03,ctdm634430533126451189jka,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430533126451189jka/
1925-01-12,ctdm634431326567132136hbn,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431326567132136hbn/
1922-05-16,ctdm634431185140918134nby,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431185140918134nby/
1924-02-23,ctdm634431273675869082hlv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431273675869082hlv/
1922-03-13,ctdm6344307071081404255z1,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344307071081404255z1/
1912-09-27,ctdm634430554380221414i4a,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430554380221414i4a/
1912-04-30,ctdm634430510266284995tlt,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430510266284995tlt/
1921-12-10,ctdm634430653189784339rxz,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430653189784339rxz/
1921-04-22,ctdm6344306498905867044z1,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306498905867044z1/
1921-06-15,ctdm63443066570861046834y,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443066570861046834y/
1925-05-02,ctdm634431340612833258rxg,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431340612833258rxg/
1924-10-25,ctdm634431310820035653ykm,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431310820035653ykm/
1920-02-05,ctdm634430612283952388va4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430612283952388va4/
1921-11-09,ctdm634430675594806961dl1,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430675594806961dl1/
1925-05-04,ctdm634431341144704854udj,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431341144704854udj/
1922-12-07,ctdm634430691106787759drn,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430691106787759drn/
1922-04-03,ctdm634430686325519534lmj,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430686325519534lmj/
1923-04-13,ctdm634431200961910629mnw,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431200961910629mnw/
1924-04-28,ctdm6344312637251319875vm,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312637251319875vm/
1913-04-12,ctdm634430557654731707bnr,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430557654731707bnr/
1922-01-06,ctdm6344306987108015930zc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306987108015930zc/
1912-02-23,ctdm63443051774404963753d,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443051774404963753d/
1920-03-11,ctdm634430626377299690tiz,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430626377299690tiz/
1924-01-15,ctdm6344312769672542674nb,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344312769672542674nb/
1924-09-26,ctdm634431313439091156kmp,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431313439091156kmp/
1923-10-12,ctdm634431253055200275cuf,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431253055200275cuf/
1925-01-29,ctdm6344313302614932571ug,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344313302614932571ug/
1925-05-16,ctdm634431344204997768a0a,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431344204997768a0a/
1922-05-27,ctdm63443118740699738102j,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443118740699738102j/
1921-10-24,ctdm634430683990378229ylw,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430683990378229ylw/
1921-05-20,ctdm634430672732950277f5l,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430672732950277f5l/
1924-06-04,ctdm634431281164414905zcx,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431281164414905zcx/
1924-04-10,ctdm634431260932649859pi4,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431260932649859pi4/
1921-11-25,ctdm634430678284320998ozt,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430678284320998ozt/
1924-12-08,ctdm634431266222928501mss,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431266222928501mss/
1912-10-24,ctdm634430551717269707aaj,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430551717269707aaj/
1912-11-23,ctdm634430545146218012tlk,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430545146218012tlk/
1925-02-24,ctdm634431324117616563j2j,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431324117616563j2j/
1921-09-29,ctdm634430685504899786dje,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430685504899786dje/
1922-10-25,ctdm634431197348965002eqa,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431197348965002eqa/
1920-04-10,ctdm634430601617458154kgc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430601617458154kgc/
1922-10-16,ctdm634431195745850262vyc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431195745850262vyc/
1922-05-23,ctdm634431186561221544mix,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431186561221544mix/
1923-03-10,ctdm634431223127716032mku,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431223127716032mku/
1922-03-17,ctdm634430707912354028osi,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430707912354028osi/
1924-12-01,ctdm634431264643094862hvc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431264643094862hvc/
1921-10-22,ctdm634430683768035902mgg,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430683768035902mgg/
1922-02-11,ctdm634430695061449949rbc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430695061449949rbc/
1920-03-03,ctdm634430624743403897tpf,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430624743403897tpf/
1913-06-03,ctdm634430574051384578kar,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430574051384578kar/
1921-02-22,ctdm634430657606631071grt,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430657606631071grt/
1913-04-21,ctdm634430559296908697qkp,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430559296908697qkp/
1913-01-16,ctdm6344305701460970720uv,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344305701460970720uv/
1922-11-18,ctdm634431191322909819juo,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431191322909819juo/
1925-01-10,ctdm634431326222446842ghi,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431326222446842ghi/
1920-01-30,ctdm6344306203243696791ka,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306203243696791ka/
1923-11-02,ctdm634431233378597691am2,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431233378597691am2/
1924-02-11,ctdm634431270794481273ag3,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431270794481273ag3/
1924-02-13,ctdm634431271279321920duc,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431271279321920duc/
1921-10-29,ctdm634430685042558995f20,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430685042558995f20/
1911-12-08,ctdm63443049128656271633a,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm63443049128656271633a/
1921-11-26,ctdm634430678486038457kng,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430678486038457kng/
1919-11-24,ctdm634430591832520778e2e,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634430591832520778e2e/
1921-03-05,ctdm6344306670061021641yj,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm6344306670061021641yj/
1924-01-14,ctdm634431276728662044oud,June 15 2011/Yale Output_07-06-2011/Batch #2/YDN/import/cdoc/ctdm634431276728662044oud/
