isodate,cdoc,dir_location
1967-11-08,633611554631247659,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611554631247659/
1967-10-16,633611552804270864,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611552804270864/
1968-05-24,633611563797720669,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611563797720669/
1968-05-22,633611563577879733,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611563577879733/
1967-11-20,633611555321078299,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611555321078299/
1967-09-29,633611551668994694,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611551668994694/
1967-11-14,633611554935146129,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611554935146129/
1967-12-13,633611557186306171,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611557186306171/
1967-10-10,633611552415064569,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611552415064569/
1967-09-11,633611550543567863,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611550543567863/
1967-11-29,633611556184392699,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611556184392699/
1968-02-21,633611559823222025,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611559823222025/
1968-03-13,633611561002597025,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611561002597025/
1968-03-04,633611560329003275,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611560329003275/
1967-09-27,633611551492906579,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611551492906579/
1968-02-22,633611559898534525,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611559898534525/
1967-10-20,633611553254100219,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611553254100219/
1967-09-26,633611551416190284,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611551416190284/
1967-11-17,633611555159984123,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611555159984123/
1968-04-03,633611561405563789,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611561405563789/
1967-11-27,633611556018292571,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611556018292571/
1967-11-09,633611554713589301,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611554713589301/
1968-01-04,633611557769453563,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611557769453563/
1967-11-03,633611554347661169,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611554347661169/
1968-02-26,633611560023222025,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611560023222025/
1967-12-08,633611556850199515,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611556850199515/
1967-09-13,633611550710435387,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611550710435387/
1968-04-11,633611561747434413,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611561747434413/
1967-10-05,633611552104137019,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611552104137019/
1967-10-02,633611551860863554,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611551860863554/
1967-11-30,633611556261270651,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611556261270651/
1967-10-09,633611552323036264,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611552323036264/
1967-09-22,633611551228540039,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611551228540039/
1968-04-17,633611562108054797,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611562108054797/
1968-03-07,633611560557128275,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611560557128275/
1967-11-15,633611555001238187,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611555001238187/
1967-10-24,633611553506904629,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611553506904629/
1967-11-03,633611554254226061,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611554254226061/
1968-04-10,633611561681029013,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611561681029013/
1968-04-15,633611561903526165,Dec-01-2008/Yale/CDMoutput for Yale Daily News/Yale131008/import/cdoc/633611561903526165/
1935-04-15,633614183644873797,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614183644873797/
1940-05-20,633614235878029441,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614235878029441/
1937-04-12,633614203744008343,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614203744008343/
1938-01-11,633614210162750269,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614210162750269/
1938-10-20,633614217324129433,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614217324129433/
1938-05-17,633614215169184601,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614215169184601/
1934-11-24,633614179043741589,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614179043741589/
1936-05-19,633614195366136225,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614195366136225/
1934-12-03,633614179389513987,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614179389513987/
1939-02-09,633614221534021657,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614221534021657/
1938-01-05,633614209920568969,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614209920568969/
1938-05-18,633614215225589407,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614215225589407/
1936-04-28,633614194342724925,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614194342724925/
1936-12-02,633614199211819023,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614199211819023/
1935-02-25,633614182170224049,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614182170224049/
1936-02-08,633614191461548685,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614191461548685/
1938-02-04,633614211292565095,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614211292565095/
1935-02-27,633614182261784205,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614182261784205/
1936-10-10,633614196820473993,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614196820473993/
1938-01-26,633614210841170401,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614210841170401/
1938-03-23,633614213422823059,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614213422823059/
1936-02-03,633614191194993009,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614191194993009/
1937-02-22,633614202170629497,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614202170629497/
1936-03-04,633614192606988111,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614192606988111/
1935-05-27,633614185619979483,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614185619979483/
1939-11-03,633614228169945523,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614228169945523/
1935-02-11,633614181565708275,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614181565708275/
1936-02-21,633614192063877015,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614192063877015/
1937-11-05,633614208142333243,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614208142333243/
1938-11-09,633614218234106137,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614218234106137/
1937-02-13,633614201764082609,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614201764082609/
1935-02-14,633614181721485537,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614181721485537/
1936-12-09,633614199536029473,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614199536029473/
1934-11-14,633614178595003077,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614178595003077/
1938-01-20,633614210542271803,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614210542271803/
1936-02-10,633614191515297309,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614191515297309/
1938-05-13,633614215012626109,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614215012626109/
1936-05-06,633614194780838709,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614194780838709/
1936-03-14,633614193145099335,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614193145099335/
1935-05-07,633614184741876963,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614184741876963/
1935-12-02,633614189179888347,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614189179888347/
1938-02-24,633614212249415599,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614212249415599/
1938-12-12,633614219718599383,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614219718599383/
1935-04-12,633614183544407619,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614183544407619/
1938-12-07,633614219510479711,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614219510479711/
1936-01-09,633614190017054415,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614190017054415/
1939-05-29,633614225858129707,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614225858129707/
1938-04-14,633614213645473609,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614213645473609/
1934-09-26,633614176602554085,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614176602554085/
1940-05-01,633614235009926665,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614235009926665/
1939-11-21,633614228992893205,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614228992893205/
1939-10-19,633614227472463379,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614227472463379/
1936-10-24,633614197431708345,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614197431708345/
1936-02-27,633614192339807451,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614192339807451/
1937-11-13,633614208518573611,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614208518573611/
1936-03-10,633614192921511309,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614192921511309/
1938-11-02,633614217909583195,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614217909583195/
1938-10-10,633614216836016929,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614216836016929/
1937-10-27,633614207729687557,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614207729687557/
1939-11-17,633614228808991663,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614228808991663/
1935-04-22,633614183960959455,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614183960959455/
1939-01-05,633614219941406179,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614219941406179/
1939-10-06,633614226913571437,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614226913571437/
1934-12-07,633614179610914569,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614179610914569/
1939-11-28,633614229336946897,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614229336946897/
1937-02-20,633614202103444577,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614202103444577/
1940-02-08,633614231720479627,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614231720479627/
1939-11-24,633614229179763421,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614229179763421/
1935-01-17,633614180533547199,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614180533547199/
1937-02-25,633614202360934689,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614202360934689/
1938-04-25,633614214111399181,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614214111399181/
1939-02-22,633614222148224683,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614222148224683/
1938-02-02,633614211187567783,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614211187567783/
1935-10-04,633614186499956955,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614186499956955/
1936-11-06,633614198053723671,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614198053723671/
1935-05-22,633614185444671471,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614185444671471/
1938-10-04,633614216597273041,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614216597273041/
1934-11-10,633614178484068417,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614178484068417/
1934-11-01,633614178121733943,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614178121733943/
1936-10-07,633614196639697371,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614196639697371/
1938-11-08,633614218185826123,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614218185826123/
1935-05-02,633614184505320519,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614184505320519/
1938-02-22,633614212133324821,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614212133324821/
1934-10-09,633614177123165757,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614177123165757/
1939-02-03,633614221252466365,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614221252466365/
1940-05-28,633614236199739955,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614236199739955/
1939-03-16,633614223230384479,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614223230384479/
1935-12-04,633614189239418073,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614189239418073/
1939-03-03,633614222600713099,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614222600713099/
1938-11-21,633614218870496095,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614218870496095/
1934-12-08,633614179663881963,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614179663881963/
1937-02-13,633614201738458593,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614201738458593/
1935-11-30,633614189121764835,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614189121764835/
1935-02-16,633614181814295661,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614181814295661/
1939-09-27,633614226478113835,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614226478113835/
1938-10-29,633614217741774991,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614217741774991/
1940-01-04,633614230008960943,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614230008960943/
1935-03-02,633614182401468129,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614182401468129/
1940-03-07,633614233168723801,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614233168723801/
1939-11-29,633614229390226783,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614229390226783/
1940-01-16,633614230546759675,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614230546759675/
1938-04-29,633614214344361967,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614214344361967/
1936-01-06,633614189855496051,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614189855496051/
1939-11-02,633614228107290877,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614228107290877/
1935-03-09,633614182754115351,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614182754115351/
1935-01-09,633614180199805743,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614180199805743/
1940-02-15,633614232052033639,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614232052033639/
1935-05-11,633614184980933343,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614184980933343/
1935-09-23,633614185906378401,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614185906378401/
1939-03-21,633614223409911133,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614223409911133/
1934-11-03,633614178205794291,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614178205794291/
1936-05-11,633614195013332757,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614195013332757/
1940-01-09,633614230214111941,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614230214111941/
1939-03-13,633614223058670125,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614223058670125/
1938-05-27,633614215651516003,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614215651516003/
1937-12-10,633614209602608359,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614209602608359/
1936-01-17,633614190404388249,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614190404388249/
1936-12-10,633614199598371627,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614199598371627/
1936-10-16,633614197080936075,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614197080936075/
1938-04-18,633614213780001415,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614213780001415/
1938-01-10,633614210113376533,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614210113376533/
1937-01-22,633614200644438105,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614200644438105/
1940-01-22,633614230855189279,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614230855189279/
1936-05-29,633614195871279543,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614195871279543/
1937-04-09,633614203633698667,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614203633698667/
1939-10-04,633614226804042991,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614226804042991/
1937-12-01,633614209210743391,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614209210743391/
1939-03-08,633614222817895039,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614222817895039/
1938-05-09,633614214771851023,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614214771851023/
1936-02-05,633614191303271487,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614191303271487/
1938-11-12,633614218412539069,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614218412539069/
1937-03-05,633614202792949349,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614202792949349/
1938-12-08,633614219579227951,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614219579227951/
1934-11-17,633614178742811793,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614178742811793/
1937-01-28,633614200924271109,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614200924271109/
1936-02-26,633614192291839929,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614192291839929/
1939-03-06,633614222713053973,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614222713053973/
1939-11-08,633614228362284349,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614228362284349/
1935-01-28,633614180998847787,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614180998847787/
1938-10-03,633614216541961957,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614216541961957/
1938-10-17,633614217152883817,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614217152883817/
1937-03-09,633614202946068469,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614202946068469/
1937-11-20,633614208819815899,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614208819815899/
1939-02-13,633614221689955165,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614221689955165/
1935-10-18,633614187164783685,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614187164783685/
1936-05-09,633614194960990347,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614194960990347/
1937-02-11,633614201594401625,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614201594401625/
1936-10-28,633614197613422443,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614197613422443/
1937-11-15,633614208571072267,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614208571072267/
1937-04-27,633614204474614639,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614204474614639/
1940-01-12,633614230369107973,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614230369107973/
1935-04-26,633614184214702959,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614184214702959/
1938-02-25,633614212301758009,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614212301758009/
1938-01-29,633614211024290713,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614211024290713/
1935-02-19,633614181923355369,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614181923355369/
1939-11-04,633614228222131687,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614228222131687/
1935-10-24,633614187459932379,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614187459932379/
1940-02-19,633614232220935565,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614232220935565/
1937-05-12,633614205228189097,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614205228189097/
1940-03-01,633614232827638783,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614232827638783/
1937-04-08,633614203574013105,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614203574013105/
1937-02-26,633614202442650301,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614202442650301/
1937-11-22,633614208862939795,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614208862939795/
1936-10-22,633614197321554915,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614197321554915/
1936-01-18,633614190464230467,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614190464230467/
1939-01-11,633614220178900099,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614220178900099/
1938-12-10,633614219680475359,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614219680475359/
1937-05-27,633614205992544529,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614205992544529/
1939-10-11,633614227105910263,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614227105910263/
1937-05-25,633614205890359645,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614205890359645/
1934-10-31,633614178061422987,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614178061422987/
1939-04-26,633614224228015189,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614224228015189/
1937-05-17,633614205482088847,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614205482088847/
1937-01-30,633614201032079469,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614201032079469/
1936-01-22,633614190650631945,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614190650631945/
1937-12-02,633614209271054347,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614209271054347/
1937-01-14,633614200267729491,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614200267729491/
1940-05-10,633614235436790737,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614235436790737/
1940-02-20,633614232263746969,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614232263746969/
1939-01-18,633614220482486077,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614220482486077/
1938-10-21,633614217387409063,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614217387409063/
1935-12-12,633614189621752035,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614189621752035/
1935-04-17,633614183742996285,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614183742996285/
1939-05-27,633614225811255907,Dec-01-2008/Yale/CDMoutput for Yale World War II/Yale021108/import/cdoc/633614225811255907/
